targetx,targety,targetz,,collx,colly,collz,,targetxrel,targetyrel,targetzrel,,collxrel,collyrel,collzrel,,
-0.8709224,-0.007596254,-2.978443,,-0.8650067,-0.006944418,-2.954867,,-0.0709224,-0.007596254,-0.078443,,-0.0650067,-0.006944418,-0.054867,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.6636515,-0.007596254,-2.866668,,-0.6799507,-0.01336193,-2.857038,,0.1363485,-0.007596254,0.033332,,0.1200493,-0.01336193,0.042962,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.754544,-0.007596254,-2.770958,,-0.7647957,-0.007776022,-2.753207,,0.045456,-0.007596254,0.129042,,0.0352043,-0.007776022,0.146793,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.7027122,-0.01703721,-2.784918,,-0.7114756,-0.01457453,-2.776694,,0.0972878,-0.01703721,0.115082,,0.0885244,-0.01457453,0.123306,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.718693,-0.007596254,-2.983387,,-0.7125896,-0.005703926,-2.956386,,0.081307,-0.007596254,-0.083387,,0.0874104,-0.005703926,-0.056386,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.8080966,-0.01703721,-2.79337,,-0.7997901,-0.01384902,-2.778622,,-0.0080966,-0.01703721,0.10663,,0.0002099,-0.01384902,0.121378,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.75,-0.03015381,-2.98737,,-0.7516486,-0.02179503,-2.967416,,0.05,-0.03015381,-0.08737,,0.0483514,-0.02179503,-0.067416,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.581588,-0.01703721,-2.887738,,-0.595178,-0.01246214,-2.872013,,0.218412,-0.01703721,0.012262,,0.204822,-0.01246214,0.027987,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.7791108,-0.007596254,-2.984215,,-0.7908629,-0.009699821,-2.977764,,0.0208892,-0.007596254,-0.084215,,0.0091371,-0.009699821,-0.077764,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.7515153,-0.03015381,-2.945018,,-0.7457246,-0.03293967,-2.940358,,0.0484847,-0.03015381,-0.045018,,0.0542754,-0.03293967,-0.040358,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.785555,-0.007596254,-3.025554,,-0.7828457,-0.01963735,-3.003025,,0.014445,-0.007596254,-0.125554,,0.0171543,-0.01963735,-0.103025,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8244228,-0.007596254,-2.90307,,-0.8204421,-0.0126524,-2.873442,,-0.0244228,-0.007596254,-0.00307,,-0.0204421,-0.0126524,0.026558,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.6632288,-0.01703721,-2.855393,,-0.6770722,-0.01494908,-2.844243,,0.1367712,-0.01703721,0.044607,,0.1229278,-0.01494908,0.055757,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8430895,-0.007596254,-2.948389,,-0.8309129,-0.0103693,-2.932324,,-0.0430895,-0.007596254,-0.048389,,-0.0309129,-0.0103693,-0.032324,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.8342451,-0.007596254,-2.879569,,-0.824167,-0.01935172,-2.8571,,-0.0342451,-0.007596254,0.020431,,-0.024167,-0.01935172,0.0429,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.8134992,-0.007596254,-2.799419,,-0.8062818,-0.01183653,-2.797345,,-0.0134992,-0.007596254,0.100581,,-0.0062818,-0.01183653,0.102655,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.773932,-0.007596254,-2.775242,,-0.7743024,-0.003464222,-2.762944,,0.026068,-0.007596254,0.124758,,0.0256976,-0.003464222,0.137056,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.7665668,-0.01703721,-2.773545,,-0.7657657,-0.02463055,-2.775042,,0.0334332,-0.01703721,0.126455,,0.0342343,-0.02463055,0.124958,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.7899898,-0.01703721,-2.981924,,-0.7928144,-0.007595539,-2.973735,,0.0100102,-0.01703721,-0.081924,,0.0071856,-0.007595539,-0.073735,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.6379281,-0.01703721,-2.79426,,-0.6532749,-0.01383662,-2.785045,,0.1620719,-0.01703721,0.10574,,0.1467251,-0.01383662,0.114955,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.7791108,-0.01703721,-2.732947,,-0.7709348,-0.03697872,-2.728214,,0.0208892,-0.01703721,0.167053,,0.0290652,-0.03697872,0.171786,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.8005643,-0.007596254,-2.739993,,-0.787993,-0.0198648,-2.73846,,-0.0005643,-0.007596254,0.160007,,0.012007,-0.0198648,0.16154,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8330303,-0.03015381,-2.884573,,-0.8173823,-0.03361678,-2.859253,,-0.0330303,-0.03015381,0.015427,,-0.0173823,-0.03361678,0.040747,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8687935,-0.01703721,-2.736256,,-0.8560165,-0.03129697,-2.734782,,-0.0687935,-0.01703721,0.163744,,-0.0560165,-0.03129697,0.165218,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.8755655,-0.007596254,-2.828047,,-0.8639928,-0.02214193,-2.804255,,-0.0755655,-0.007596254,0.071953,,-0.0639928,-0.02214193,0.095745,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.6694981,-0.03015381,-2.891956,,-0.6760359,-0.02073717,-2.878809,,0.1305019,-0.03015381,0.008044,,0.1239641,-0.02073717,0.021191,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.9205935,-0.007596254,-2.871438,,-0.9032893,-0.01370859,-2.852693,,-0.1205935,-0.007596254,0.028562,,-0.1032893,-0.01370859,0.047307,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.8293178,-0.01703721,-2.824265,,-0.8189372,-0.02779102,-2.816524,,-0.0293178,-0.01703721,0.075735,,-0.0189372,-0.02779102,0.083476,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.6508666,-0.007596254,-2.942829,,-0.6675376,-0.009254456,-2.916545,,0.1491334,-0.007596254,-0.042829,,0.1324624,-0.009254456,-0.016545,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8069617,-0.01703721,-2.925244,,-0.8016309,-0.01251912,-2.896228,,-0.0069617,-0.01703721,-0.025244,,-0.0016309,-0.01251912,0.003772,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.6852952,-0.03015381,-2.971874,,-0.6982627,-0.03013706,-2.943442,,0.1147048,-0.03015381,-0.071874,,0.1017373,-0.03013706,-0.043442,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.6470836,-0.007596254,-2.723307,,-0.6671245,-0.01634526,-2.711462,,0.1529164,-0.007596254,0.176693,,0.1328755,-0.01634526,0.188538,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8286894,-0.007596254,-2.896646,,-0.8186932,-0.009871006,-2.869708,,-0.0286894,-0.007596254,0.003354,,-0.0186932,-0.009871006,0.030292,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.6965457,-0.007596254,-2.791605,,-0.7007176,-0.002251625,-2.773222,,0.1034543,-0.007596254,0.108395,,0.0992824,-0.002251625,0.126778,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.6740619,-0.03015381,-2.818074,,-0.6830025,-0.02143121,-2.806441,,0.1259381,-0.03015381,0.081926,,0.1169975,-0.02143121,0.093559,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.5833729,-0.01703721,-2.898714,,-0.6000985,-0.02361417,-2.879332,,0.2166271,-0.01703721,0.001286,,0.1999015,-0.02361417,0.020668,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.8774435,-0.01703721,-2.83785,,-0.8618913,-0.01484489,-2.824768,,-0.0774435,-0.01703721,0.06215,,-0.0618913,-0.01484489,0.075232,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.6327152,-0.01703721,-2.915083,,-0.6452688,-0.01308727,-2.88907,,0.1672848,-0.01703721,-0.015083,,0.1547312,-0.01308727,0.01093,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.6212994,-0.007596254,-2.846937,,-0.6376213,-0.01334214,-2.83448,,0.1787006,-0.007596254,0.053063,,0.1623787,-0.01334214,0.06552,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.8022521,-0.01703721,-2.929887,,-0.8015261,-0.01288152,-2.896173,,-0.0022521,-0.01703721,-0.029887,,-0.0015261,-0.01288152,0.003827,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.6553559,-0.03015381,-2.772358,,-0.6562796,-0.03363085,-2.747498,,0.1446441,-0.03015381,0.127642,,0.1437204,-0.03363085,0.152502,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.5848169,-0.03015381,-2.904969,,-0.5999552,-0.02010036,-2.884212,,0.2151831,-0.03015381,-0.004969,,0.2000448,-0.02010036,0.015788,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.5790941,-0.01703721,-2.866754,,-0.5774641,-0.007781982,-2.846478,,0.2209059,-0.01703721,0.033246,,0.2225359,-0.007781982,0.053522,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.8519761,-0.01703721,-2.940532,,-0.839289,-0.0246079,-2.923925,,-0.0519761,-0.01703721,-0.040532,,-0.039289,-0.0246079,-0.023925,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.6210829,-0.03015381,-2.849654,,-0.6282434,-0.02205253,-2.82247,,0.1789171,-0.03015381,0.050346,,0.1717566,-0.02205253,0.07753,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.9049878,-0.007596254,-2.933291,,-0.8979326,-0.02095079,-2.919516,,-0.1049878,-0.007596254,-0.033291,,-0.0979326,-0.02095079,-0.019516,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.6919033,-0.03015381,-2.925619,,-0.6889253,-0.03223968,-2.917108,,0.1080967,-0.03015381,-0.025619,,0.1110747,-0.03223968,-0.017108,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.7203044,-0.03015381,-3.029583,,-0.7292836,-0.03434896,-2.998236,,0.0796956,-0.03015381,-0.129583,,0.0707164,-0.03434896,-0.098236,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.802845,-0.03015381,-2.698601,,-0.8004689,-0.03924465,-2.694633,,-0.002845,-0.03015381,0.201399,,-0.0004689,-0.03924465,0.205367,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.6943246,-0.007596254,-2.699622,,-0.6998363,-0.02936387,-2.688651,,0.1056754,-0.007596254,0.200378,,0.1001637,-0.02936387,0.211349,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.6640208,-0.007596254,-2.849314,,-0.677567,-0.009408236,-2.838357,,0.1359792,-0.007596254,0.050686,,0.122433,-0.009408236,0.061643,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.671963,-0.03015381,-2.899526,,-0.6842024,-0.02249265,-2.872567,,0.128037,-0.03015381,0.000474,,0.1157976,-0.02249265,0.027433,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.8084889,-0.007596254,-2.700835,,-0.8055574,-0.02154684,-2.705778,,-0.0084889,-0.007596254,0.199165,,-0.0055574,-0.02154684,0.194222,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.7880611,-0.03015381,-2.939642,,-0.7907076,-0.01788807,-2.921383,,0.0119389,-0.03015381,-0.039642,,0.0092924,-0.01788807,-0.021383,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.7767519,-0.007596254,-2.692774,,-0.7629508,-0.03180432,-2.68082,,0.0232481,-0.007596254,0.207226,,0.0370492,-0.03180432,0.21918,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.7246151,-0.03015381,-2.944785,,-0.7273654,-0.02227736,-2.929594,,0.0753849,-0.03015381,-0.044785,,0.0726346,-0.02227736,-0.029594,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.8770853,-0.01703721,-2.976256,,-0.8793135,-0.02975607,-2.95333,,-0.0770853,-0.01703721,-0.076256,,-0.0793135,-0.02975607,-0.05333,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.781307,-0.01703721,-2.987472,,-0.784644,-0.00770402,-2.975764,,0.018693,-0.01703721,-0.087472,,0.015356,-0.00770402,-0.075764,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.6480239,-0.03015381,-2.782308,,-0.6546363,-0.03635454,-2.777503,,0.1519761,-0.03015381,0.117692,,0.1453637,-0.03635454,0.122497,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.7028632,-0.007596254,-2.697681,,-0.6991415,-0.0356102,-2.677898,,0.0971368,-0.007596254,0.202319,,0.1008585,-0.0356102,0.222102,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.7575672,-0.01703721,-2.948632,,-0.7602488,-0.02601051,-2.92211,,0.0424328,-0.01703721,-0.048632,,0.0397512,-0.02601051,-0.02211,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.8005643,-0.007596254,-2.743085,,-0.8029061,-0.02415824,-2.737921,,-0.0005643,-0.007596254,0.156915,,-0.0029061,-0.02415824,0.162079,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.7605812,-0.03015381,-2.776109,,-0.762343,-0.03170085,-2.765739,,0.0394188,-0.03015381,0.123891,,0.037657,-0.03170085,0.134261,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.8980991,-0.03015381,-2.776849,,-0.878846,-0.02987647,-2.755247,,-0.0980991,-0.03015381,0.123151,,-0.078846,-0.02987647,0.144753,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.9178681,-0.01703721,-2.829795,,-0.8967971,-0.02817798,-2.804864,,-0.1178681,-0.01703721,0.070205,,-0.0967971,-0.02817798,0.095136,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.6553559,-0.03015381,-2.774238,,-0.6570071,-0.02767658,-2.750517,,0.1446441,-0.03015381,0.125762,,0.1429929,-0.02767658,0.149483,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.5903484,-0.01703721,-2.923851,,-0.603757,-0.007053375,-2.905768,,0.2096516,-0.01703721,-0.023851,,0.196243,-0.007053375,-0.005768,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.8147048,-0.007596254,-2.974713,,-0.8084006,-0.00805831,-2.941146,,-0.0147048,-0.007596254,-0.074713,,-0.0084006,-0.00805831,-0.041146,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.7866935,-0.01703721,-2.941399,,-0.785009,-0.03136826,-2.914075,,0.0133065,-0.01703721,-0.041399,,0.014991,-0.03136826,-0.014075,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.7878357,-0.01703721,-2.986552,,-0.7839977,-0.01335549,-2.953523,,0.0121643,-0.01703721,-0.086552,,0.0160023,-0.01335549,-0.053523,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.84617,-0.007596254,-2.776275,,-0.8357785,-0.01922321,-2.763336,,-0.04617,-0.007596254,0.123725,,-0.0357785,-0.01922321,0.136664,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.7052823,-0.007596254,-2.788514,,-0.7014335,-0.008658409,-2.76838,,0.0947177,-0.007596254,0.111486,,0.0985665,-0.008658409,0.13162,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.8338656,-0.007596254,-2.840535,,-0.8168616,-0.02314568,-2.819995,,-0.0338656,-0.007596254,0.059465,,-0.0168616,-0.02314568,0.080005,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.8046402,-0.03015381,-2.930553,,-0.7990842,-0.02182651,-2.908904,,-0.0046402,-0.03015381,-0.030553,,0.0009158,-0.02182651,-0.008904,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.8709224,-0.03015381,-2.742224,,-0.8592063,-0.04535747,-2.738146,,-0.0709224,-0.03015381,0.157776,,-0.0592063,-0.04535747,0.161854,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.5806542,-0.007596254,-2.887037,,-0.6002301,-0.01616597,-2.863341,,0.2193458,-0.007596254,0.012963,,0.1997699,-0.01616597,0.036659,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.6865008,-0.03015381,-2.804096,,-0.6981232,-0.04056668,-2.794282,,0.1134992,-0.03015381,0.095904,,0.1018768,-0.04056668,0.105718,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.8028451,-0.03015381,-3.026032,,-0.798808,-0.02153707,-2.993555,,-0.0028451,-0.03015381,-0.126032,,0.001192,-0.02153707,-0.093555,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.9106969,-0.01703721,-2.804984,,-0.8929247,-0.03088713,-2.787232,,-0.1106969,-0.01703721,0.095016,,-0.0929247,-0.03088713,0.112768,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8533511,-0.03015381,-2.785664,,-0.8337895,-0.0386548,-2.778794,,-0.0533511,-0.03015381,0.114336,,-0.0337895,-0.0386548,0.121206,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8431388,-0.03015381,-3.007049,,-0.8499241,-0.02494884,-2.976603,,-0.0431388,-0.03015381,-0.107049,,-0.0499241,-0.02494884,-0.076603,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.9200733,-0.03015381,-2.881579,,-0.915309,-0.04747152,-2.851299,,-0.1200733,-0.03015381,0.018421,,-0.115309,-0.04747152,0.048701,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.7826302,-0.01703721,-3.031665,,-0.7859548,-0.03224134,-2.998698,,0.0173698,-0.01703721,-0.131665,,0.0140452,-0.03224134,-0.098698,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.8653047,-0.01703721,-2.805118,,-0.8579103,-0.0302968,-2.792823,,-0.0653047,-0.01703721,0.094882,,-0.0579103,-0.0302968,0.107177,,MediumOverlap(Clone) (UnityEngine.GameObject)
-0.7432272,-0.03015381,-2.993171,,-0.7572246,-0.0257473,-2.968032,,0.0567728,-0.03015381,-0.093171,,0.0427754,-0.0257473,-0.068032,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.5873597,-0.01703721,-2.811165,,-0.6029501,-0.0114224,-2.784335,,0.2126403,-0.01703721,0.088835,,0.1970499,-0.0114224,0.115665,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.6283948,-0.01703721,-2.908343,,-0.6310652,-0.01644087,-2.870495,,0.1716052,-0.01703721,-0.008343,,0.1689348,-0.01644087,0.029505,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.8087507,-0.01703721,-2.979461,,-0.8029192,-0.02367163,-2.946359,,-0.0087507,-0.01703721,-0.079461,,-0.0029192,-0.02367163,-0.046359,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.8723592,-0.01703721,-2.906357,,-0.8564852,-0.02237129,-2.879746,,-0.0723592,-0.01703721,-0.006357,,-0.0564852,-0.02237129,0.020254,,LargeOverlap(Clone) (UnityEngine.GameObject)
-0.6953092,-0.03015381,-2.981581,,-0.6990458,-0.02125144,-2.956661,,0.1046908,-0.03015381,-0.081581,,0.1009542,-0.02125144,-0.056661,,SmallOverlap(Clone) (UnityEngine.GameObject)
-0.5962971,-0.01703721,-2.939333,,-0.6193571,-0.02630854,-2.914432,,0.2037029,-0.01703721,-0.039333,,0.1806429,-0.02630854,-0.014432,,MediumOverlap(Clone) (UnityEngine.GameObject)
